가거도,0,0,0,NNP,지명,F,가거도,*,*,*,*,*
가거도리,0,0,0,NNP,지명,F,가거도리,Compound,*,*,가거도+리,가거도/NNP/지명/1/1+가거도리/Compound/지명/0/2+리/NNG/*/1/1
가경,0,0,0,NNP,지명,T,가경,*,*,*,*,*
가경동,0,0,0,NNP,지명,T,가경동,Compound,*,*,가경+동,가경/NNP/지명/1/1+가경동/Compound/지명/0/2+동/NNG/*/1/1
가계,0,0,0,NNP,지명,F,가계,*,*,*,*,*
가계리,0,0,0,NNP,지명,F,가계리,Compound,*,*,가계+리,가계/NNP/지명/1/1+가계리/Compound/지명/0/2+리/NNG/*/1/1
가고,0,0,0,NNP,지명,F,가고,*,*,*,*,*
가고리,0,0,0,NNP,지명,F,가고리,Compound,*,*,가고+리,가고/NNP/지명/1/1+가고리/Compound/지명/0/2+리/NNG/*/1/1
가곡,0,0,0,NNP,지명,T,가곡,*,*,*,*,*
가곡동,0,0,0,NNP,지명,T,가곡동,Compound,*,*,가곡+동,가곡/NNP/지명/1/1+가곡동/Compound/지명/0/2+동/NNG/*/1/1
가곡리,0,0,0,NNP,지명,F,가곡리,Compound,*,*,가곡+리,가곡/NNP/지명/1/1+가곡리/Compound/지명/0/2+리/NNG/*/1/1
가곡면,0,0,0,NNP,지명,T,가곡면,Compound,*,*,가곡+면,가곡/NNP/지명/1/1+가곡면/Compound/지명/0/2+면/NNG/*/1/1
가공,0,0,0,NNP,지명,T,가공,*,*,*,*,*
가공리,0,0,0,NNP,지명,F,가공리,Compound,*,*,가공+리,가공/NNP/지명/1/1+가공리/Compound/지명/0/2+리/NNG/*/1/1
가교,0,0,0,NNP,지명,F,가교,*,*,*,*,*
가교리,0,0,0,NNP,지명,F,가교리,Compound,*,*,가교+리,가교/NNP/지명/1/1+가교리/Compound/지명/0/2+리/NNG/*/1/1
가구,0,0,0,NNP,지명,F,가구,*,*,*,*,*
가구리,0,0,0,NNP,지명,F,가구리,Compound,*,*,가구+리,가구/NNP/지명/1/1+가구리/Compound/지명/0/2+리/NNG/*/1/1
가금,0,0,0,NNP,지명,T,가금,*,*,*,*,*
가금리,0,0,0,NNP,지명,F,가금리,Compound,*,*,가금+리,가금/NNP/지명/1/1+가금리/Compound/지명/0/2+리/NNG/*/1/1
가금면,0,0,0,NNP,지명,T,가금면,Compound,*,*,가금+면,가금/NNP/지명/1/1+가금면/Compound/지명/0/2+면/NNG/*/1/1
가남,0,0,0,NNP,지명,T,가남,*,*,*,*,*
가남리,0,0,0,NNP,지명,F,가남리,Compound,*,*,가남+리,가남/NNP/지명/1/1+가남리/Compound/지명/0/2+리/NNG/*/1/1
가남면,0,0,0,NNP,지명,T,가남면,Compound,*,*,가남+면,가남/NNP/지명/1/1+가남면/Compound/지명/0/2+면/NNG/*/1/1
가납,0,0,0,NNP,지명,T,가납,*,*,*,*,*
가납리,0,0,0,NNP,지명,F,가납리,Compound,*,*,가납+리,가납/NNP/지명/1/1+가납리/Compound/지명/0/2+리/NNG/*/1/1
가내,0,0,0,NNP,지명,F,가내,*,*,*,*,*
가내리,0,0,0,NNP,지명,F,가내리,Compound,*,*,가내+리,가내/NNP/지명/1/1+가내리/Compound/지명/0/2+리/NNG/*/1/1
가능,0,0,0,NNP,지명,T,가능,*,*,*,*,*
가능동,0,0,0,NNP,지명,T,가능동,Compound,*,*,가능+동,가능/NNP/지명/1/1+가능동/Compound/지명/0/2+동/NNG/*/1/1
가담,0,0,0,NNP,지명,T,가담,*,*,*,*,*
가담리,0,0,0,NNP,지명,F,가담리,Compound,*,*,가담+리,가담/NNP/지명/1/1+가담리/Compound/지명/0/2+리/NNG/*/1/1
가당,0,0,0,NNP,지명,T,가당,*,*,*,*,*
가당리,0,0,0,NNP,지명,F,가당리,Compound,*,*,가당+리,가당/NNP/지명/1/1+가당리/Compound/지명/0/2+리/NNG/*/1/1
가대,0,0,0,NNP,지명,F,가대,*,*,*,*,*
가대동,0,0,0,NNP,지명,T,가대동,Compound,*,*,가대+동,가대/NNP/지명/1/1+가대동/Compound/지명/0/2+동/NNG/*/1/1
